"tier","scenario_family","scenario_name","layer","world","condition","task","model","feature","n_jobs_selected"
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","CN_vs_FTD","kTSP_k9_disjoint","O1_alpha_upper_tail",5
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","AD_vs_FTD","kTSP_CV_nondisjoint","O1_beta_center",19
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","AD_vs_FTD","kTSP_k9_disjoint","O1_beta_center",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O1_beta_D20",2
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_FTD","kTSP_k9_disjoint","O1_beta_D20",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k5_disjoint","O1_beta_D30",8
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_CN","kTSP_k9_disjoint","O1_beta_D30",2
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_FTD","kTSP_k9_disjoint","O1_beta_D30",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_FTD","kTSP_k9_disjoint","O1_beta_D50",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_FTD","kTSP_k9_nondisjoint","O1_beta_D50",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k5_disjoint","O1_beta_D60",28
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_FTD_vs_CN","kTSP_k9_disjoint","O1_beta_D60",8
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O1_beta_D60",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k5_disjoint","O1_beta_D70",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O1_beta_D70",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_FTD","kTSP_k9_nondisjoint","O1_beta_D70",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k5_disjoint","O1_beta_D80",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O1_beta_D80",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O1_beta_D80",3
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","EO_photo_train__EC_test","CN_vs_FTD","kTSP_k3_disjoint","O1_beta_lower_tail",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds006036__EO_or_photomark","AD_FTD_vs_CN","kTSP_k9_disjoint","O1_beta_lower_tail",4
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O1_beta_lower_tail",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k9_disjoint","O1_beta_lower_tail",30
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","CN_vs_FTD","kTSP_k9_disjoint","O1_beta_lower_tail",2
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds004504__EC","AD_vs_FTD","kTSP_CV_disjoint","O1_beta_psd_abs",1
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k3_disjoint","O1_beta_psd_abs",33
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds004504__EC","AD_FTD_vs_CN","kTSP_k9_disjoint","O1_beta_psd_abs",10
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds006036__EO_or_photomark","AD_vs_FTD","kTSP_k9_disjoint","O1_beta_psd_abs",36
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O1_beta_psd_abs",73
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","AD_vs_FTD","kTSP_CV_nondisjoint","O1_beta_shape_asymmetry",1
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","AD_vs_FTD","kTSP_k9_disjoint","O1_beta_shape_asymmetry",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k9_disjoint","O1_beta_shape_asymmetry",3
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","AD_FTD_vs_CN","kTSP_k9_disjoint","O1_beta_spread_90_10",3
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","AD_vs_CN","kTSP_k9_disjoint","O1_beta_spread_90_10",2
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O1_beta_spread_90_10",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","AD_FTD_vs_CN","kTSP_k9_disjoint","O1_beta_upper_tail",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O1_beta_upper_tail",23
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k9_disjoint","O1_beta_upper_tail",3
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","CN_vs_FTD","kTSP_k9_disjoint","O1_beta_upper_tail",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","AD_vs_FTD","kTSP_CV_nondisjoint","O1_delta_center",18
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_FTD","kTSP_k9_disjoint","O1_delta_D10",2
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_FTD","kTSP_k9_disjoint","O1_delta_D50",7
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_FTD","kTSP_k9_nondisjoint","O1_delta_D60",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_FTD","kTSP_k9_nondisjoint","O1_delta_D70",1
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds004504__EC","AD_vs_FTD","kTSP_CV_disjoint","O1_delta_psd_abs",4
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O1_delta_upper_tail",3
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","AD_vs_FTD","kTSP_CV_nondisjoint","O1_gamma_center",2
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds004504__EC","AD_vs_FTD","kTSP_CV_disjoint","O1_gamma_psd_abs",3
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds006036__EO_or_photomark","AD_vs_FTD","kTSP_k9_disjoint","O1_gamma_psd_abs",31
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O1_gamma_psd_abs",2
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","AD_vs_FTD","kTSP_CV_nondisjoint","O1_gamma_spread_80_20",10
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","AD_vs_FTD","kTSP_k9_disjoint","O1_gamma_spread_80_20",10
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O1_gamma_spread_80_20",2
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","CN_vs_FTD","kTSP_k9_disjoint","O1_gamma_spread_80_20",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","AD_vs_FTD","kTSP_CV_nondisjoint","O1_theta_center",2
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k5_disjoint","O1_theta_D10",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_FTD_vs_CN","kTSP_k9_disjoint","O1_theta_D10",2
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_FTD_vs_CN","kTSP_k9_disjoint","O1_theta_D10",2
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_FTD","kTSP_k9_disjoint","O1_theta_D30",4
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_FTD","kTSP_k9_disjoint","O1_theta_D40",5
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_FTD","kTSP_k9_disjoint","O1_theta_D50",2
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_FTD","kTSP_k9_nondisjoint","O1_theta_D50",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_FTD","kTSP_k9_disjoint","O1_theta_D70",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_FTD_vs_CN","kTSP_k9_disjoint","O1_theta_D90",2
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_FTD_vs_CN","kTSP_k9_disjoint","O1_theta_D90",5
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O1_theta_D90",1
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","AD_vs_FTD","kTSP_k9_disjoint","O1_theta_lower_tail",4
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k9_disjoint","O1_theta_lower_tail",1
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds004504__EC","AD_vs_FTD","kTSP_CV_disjoint","O1_theta_psd_abs",1
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds004504__EC","AD_FTD_vs_CN","kTSP_k9_disjoint","O1_theta_psd_abs",2
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds004504__EC","AD_vs_CN","kTSP_k9_disjoint","O1_theta_psd_abs",8
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O1_theta_psd_abs",11
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds006036__EO_or_photomark","AD_vs_FTD","kTSP_k9_disjoint","O1_theta_psd_abs",6
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O1_theta_psd_abs",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds006036__EO_or_photomark","AD_FTD_vs_CN","kTSP_k9_disjoint","O1_theta_spread_90_10",5
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O1_theta_spread_90_10",16
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","AD_vs_FTD","kTSP_CV_nondisjoint","O1_theta_upper_tail",1
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","AD_vs_FTD","kTSP_k9_disjoint","O1_theta_upper_tail",3
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O1_theta_upper_tail",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","AD_vs_FTD","kTSP_CV_nondisjoint","O2_alpha_center",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k5_disjoint","O2_alpha_D10",2
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_D10",43
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_D10",54
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_D10",36
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_D10",62
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O2_alpha_D10",29
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k5_disjoint","O2_alpha_D20",5
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_D20",30
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_D20",20
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_D20",26
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_D20",20
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_FTD","kTSP_k9_disjoint","O2_alpha_D20",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O2_alpha_D20",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_D30",6
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_D30",13
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_D30",5
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_D30",11
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O2_alpha_D30",5
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k5_disjoint","O2_alpha_D40",17
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_D40",7
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_D40",3
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_D40",5
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_D40",3
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O2_alpha_D40",10
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k5_disjoint","O2_alpha_D60",7
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_D60",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O2_alpha_D60",5
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k5_disjoint","O2_alpha_D70",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_D70",9
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_D70",6
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_D70",5
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_D70",8
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O2_alpha_D70",7
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k5_disjoint","O2_alpha_D80",8
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_D80",20
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_D80",21
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_D80",23
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_D80",17
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_FTD","kTSP_k9_disjoint","O2_alpha_D80",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O2_alpha_D80",7
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k5_disjoint","O2_alpha_D90",2
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_D90",43
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_D90",57
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_D90",45
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_D90",55
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O2_alpha_D90",14
"tier2_cross_condition","cross_condition_transfer","EC_train__EO_photo_test","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","EC_train__EO_photo_test","AD_FTD_vs_CN","kTSP_CV_disjoint","O2_alpha_lower_tail",1
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","EO_photo_train__EC_test","AD_vs_CN","kTSP_CV_disjoint","O2_alpha_lower_tail",1
"tier2_cross_condition","cross_condition_transfer","EC_train__EO_photo_test","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","EC_train__EO_photo_test","CN_vs_FTD","kTSP_CV_disjoint","O2_alpha_lower_tail",1
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","EO_photo_train__EC_test","AD_FTD_vs_CN","kTSP_k5_disjoint","O2_alpha_lower_tail",1
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_lower_tail",52
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds006036__EO_or_photomark","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_lower_tail",62
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_lower_tail",92
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_lower_tail",25
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_lower_tail",85
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_lower_tail",81
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","CN_vs_FTD","kTSP_k9_disjoint","O2_alpha_lower_tail",46
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k9_disjoint","O2_alpha_lower_tail",7
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","CN_vs_FTD","kTSP_k9_disjoint","O2_alpha_lower_tail",69
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds006036__EO_or_photomark","CN_vs_FTD","kTSP_k3_disjoint","O2_alpha_psd_abs",93
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds004504__EC","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_psd_abs",79
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds006036__EO_or_photomark","AD_FTD_vs_CN","kTSP_k9_disjoint","O2_alpha_psd_abs",100
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds004504__EC","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_psd_abs",87
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds006036__EO_or_photomark","AD_vs_CN","kTSP_k9_disjoint","O2_alpha_psd_abs",98
