split_family,layer,world,condition,task,negative_class,positive_class,repeat_n,cross_split_family_pairing_performed,p_values_computed,original_selected_k_mean_n,original_selected_k_mean_mean,original_selected_k_mean_sd,original_selected_k_mean_median,original_selected_k_mean_q1,original_selected_k_mean_q3,original_selected_k_mean_min,original_selected_k_mean_max,adjusted_selected_k_mean_n,adjusted_selected_k_mean_mean,adjusted_selected_k_mean_sd,adjusted_selected_k_mean_median,adjusted_selected_k_mean_q1,adjusted_selected_k_mean_q3,adjusted_selected_k_mean_min,adjusted_selected_k_mean_max,delta_selected_k_mean_adjusted_minus_original_n,delta_selected_k_mean_adjusted_minus_original_mean,delta_selected_k_mean_adjusted_minus_original_sd,delta_selected_k_mean_adjusted_minus_original_median,delta_selected_k_mean_adjusted_minus_original_q1,delta_selected_k_mean_adjusted_minus_original_q3,delta_selected_k_mean_adjusted_minus_original_min,delta_selected_k_mean_adjusted_minus_original_max,direction_sensitive_jaccard_mean_n,direction_sensitive_jaccard_mean_mean,direction_sensitive_jaccard_mean_sd,direction_sensitive_jaccard_mean_median,direction_sensitive_jaccard_mean_q1,direction_sensitive_jaccard_mean_q3,direction_sensitive_jaccard_mean_min,direction_sensitive_jaccard_mean_max,direction_insensitive_jaccard_mean_n,direction_insensitive_jaccard_mean_mean,direction_insensitive_jaccard_mean_sd,direction_insensitive_jaccard_mean_median,direction_insensitive_jaccard_mean_q1,direction_insensitive_jaccard_mean_q3,direction_insensitive_jaccard_mean_min,direction_insensitive_jaccard_mean_max,direction_sensitive_overlap_coefficient_mean_n,direction_sensitive_overlap_coefficient_mean_mean,direction_sensitive_overlap_coefficient_mean_sd,direction_sensitive_overlap_coefficient_mean_median,direction_sensitive_overlap_coefficient_mean_q1,direction_sensitive_overlap_coefficient_mean_q3,direction_sensitive_overlap_coefficient_mean_min,direction_sensitive_overlap_coefficient_mean_max,direction_insensitive_overlap_coefficient_mean_n,direction_insensitive_overlap_coefficient_mean_mean,direction_insensitive_overlap_coefficient_mean_sd,direction_insensitive_overlap_coefficient_mean_median,direction_insensitive_overlap_coefficient_mean_q1,direction_insensitive_overlap_coefficient_mean_q3,direction_insensitive_overlap_coefficient_mean_min,direction_insensitive_overlap_coefficient_mean_max,reversal_rate_among_common_unordered_pairs_n,reversal_rate_among_common_unordered_pairs_mean,reversal_rate_among_common_unordered_pairs_sd,reversal_rate_among_common_unordered_pairs_median,reversal_rate_among_common_unordered_pairs_q1,reversal_rate_among_common_unordered_pairs_q3,reversal_rate_among_common_unordered_pairs_min,reversal_rate_among_common_unordered_pairs_max,original_train_tie_rate_n,original_train_tie_rate_mean,original_train_tie_rate_sd,original_train_tie_rate_median,original_train_tie_rate_q1,original_train_tie_rate_q3,original_train_tie_rate_min,original_train_tie_rate_max,adjusted_train_tie_rate_n,adjusted_train_tie_rate_mean,adjusted_train_tie_rate_sd,adjusted_train_tie_rate_median,adjusted_train_tie_rate_q1,adjusted_train_tie_rate_q3,adjusted_train_tie_rate_min,adjusted_train_tie_rate_max,delta_train_tie_rate_adjusted_minus_original_n,delta_train_tie_rate_adjusted_minus_original_mean,delta_train_tie_rate_adjusted_minus_original_sd,delta_train_tie_rate_adjusted_minus_original_median,delta_train_tie_rate_adjusted_minus_original_q1,delta_train_tie_rate_adjusted_minus_original_q3,delta_train_tie_rate_adjusted_minus_original_min,delta_train_tie_rate_adjusted_minus_original_max,original_test_tie_rate_n,original_test_tie_rate_mean,original_test_tie_rate_sd,original_test_tie_rate_median,original_test_tie_rate_q1,original_test_tie_rate_q3,original_test_tie_rate_min,original_test_tie_rate_max,adjusted_test_tie_rate_n,adjusted_test_tie_rate_mean,adjusted_test_tie_rate_sd,adjusted_test_tie_rate_median,adjusted_test_tie_rate_q1,adjusted_test_tie_rate_q3,adjusted_test_tie_rate_min,adjusted_test_tie_rate_max,delta_test_tie_rate_adjusted_minus_original_n,delta_test_tie_rate_adjusted_minus_original_mean,delta_test_tie_rate_adjusted_minus_original_sd,delta_test_tie_rate_adjusted_minus_original_median,delta_test_tie_rate_adjusted_minus_original_q1,delta_test_tie_rate_adjusted_minus_original_q3,delta_test_tie_rate_adjusted_minus_original_min,delta_test_tie_rate_adjusted_minus_original_max
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds006036__EO_or_photomark,AD_FTD_vs_CN,CN,AD_FTD,20,False,False,20,7.56,1.0085946449861494,7.4,7.0,8.2,5.0,9.0,20,7.859999999999999,0.47284135539144706,7.8,7.4,8.2,7.0,9.0,20,0.3,1.0770329614269007,0.0,-0.2,0.8,-1.2,2.4,20,0.07984246146010852,0.021252746352748056,0.08090463458110517,0.06696061291649527,0.09053733031674209,0.04253393665158371,0.115,20,0.07984246146010852,0.021252746352748056,0.08090463458110517,0.06696061291649527,0.09053733031674209,0.04253393665158371,0.115,20,0.17444444444444446,0.04499945851959255,0.1688888888888889,0.15000000000000002,0.2,0.10222222222222223,0.28444444444444444,20,0.17444444444444446,0.04499945851959255,0.1688888888888889,0.15000000000000002,0.2,0.10222222222222223,0.28444444444444444,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds006036__EO_or_photomark,AD_vs_CN,CN,AD,20,False,False,20,7.6,0.9222398363709265,7.6,7.0,8.2,5.8,9.0,20,7.62,0.9401007784722925,7.8,7.0,8.2,5.8,9.0,20,0.019999999999999983,1.2943602361988071,0.2,-0.8,0.8,-3.2,2.4,20,0.034016317016317014,0.019341696246585934,0.02747326203208556,0.01748251748251748,0.05053733031674209,0.011764705882352941,0.06993006993006992,20,0.034016317016317014,0.019341696246585934,0.02747326203208556,0.01748251748251748,0.05053733031674209,0.011764705882352941,0.06993006993006992,20,0.07066666666666667,0.040603632482331356,0.06666666666666667,0.04333333333333333,0.09333333333333332,0.02222222222222222,0.16,20,0.07066666666666667,0.040603632482331356,0.06666666666666667,0.04333333333333333,0.09333333333333332,0.02222222222222222,0.16,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds006036__EO_or_photomark,AD_vs_FTD,FTD,AD,20,False,False,20,8.48,0.5961278562964757,8.6,8.2,9.0,7.4,9.0,20,8.66,0.5393953730067147,9.0,8.2,9.0,7.0,9.0,20,0.18000000000000002,0.7164238674798159,0.0,0.0,0.8,-1.2,1.6,20,0.0354027149321267,0.018844821663452874,0.037104072398190045,0.021493212669683258,0.05214932126696833,0.0,0.065,20,0.0354027149321267,0.018844821663452874,0.037104072398190045,0.021493212669683258,0.05214932126696833,0.0,0.065,20,0.07088888888888889,0.03521695498092722,0.07555555555555556,0.04333333333333333,0.10666666666666666,0.0,0.1111111111111111,20,0.07088888888888889,0.03521695498092722,0.07555555555555556,0.04333333333333333,0.10666666666666666,0.0,0.1111111111111111,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_ABSOLUTE_CHANNEL_BAND,ds006036__EO_or_photomark,CN_vs_FTD,CN,FTD,20,False,False,20,5.62,1.0175305504271759,5.8,4.9,6.300000000000001,3.8,7.0,20,7.34,0.9109855854194977,7.2,6.6,8.2,6.2,9.0,20,1.72,1.6573917365611104,2.0,0.30000000000000004,2.9999999999999996,-0.8,4.4,20,0.07747932949403538,0.03113323002000517,0.06625874125874126,0.0563177019059372,0.09763471822295351,0.037606837606837605,0.13747899159663865,20,0.07747932949403538,0.03113323002000517,0.06625874125874126,0.0563177019059372,0.09763471822295351,0.037606837606837605,0.13747899159663865,20,0.18177777777777776,0.057856895897196205,0.18222222222222223,0.14555555555555555,0.21333333333333335,0.08,0.29333333333333333,20,0.18177777777777776,0.057856895897196205,0.18222222222222223,0.14555555555555555,0.21333333333333335,0.08,0.29333333333333333,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds004504__EC,AD_FTD_vs_CN,CN,AD_FTD,20,False,False,20,4.859999999999999,0.9016943116039645,4.6,4.5,5.500000000000001,3.4,6.6,20,7.66,0.8133103246673598,7.8,7.0,8.2,5.8,9.0,20,2.8,1.2912662084375288,3.0,2.3,3.6,0.4,5.6,20,0.2746693861693862,0.08189030260476009,0.27428571428571424,0.24881673881673882,0.29652347652347655,0.09858585858585858,0.43230769230769234,20,0.2746693861693862,0.08189030260476009,0.27428571428571424,0.24881673881673882,0.29652347652347655,0.09858585858585858,0.43230769230769234,20,0.5984444444444444,0.12277302787774277,0.6155555555555555,0.5588888888888888,0.6699999999999999,0.24,0.8,20,0.5984444444444444,0.12277302787774277,0.6155555555555555,0.5588888888888888,0.6699999999999999,0.24,0.8,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds004504__EC,AD_vs_CN,CN,AD,20,False,False,20,5.6,1.2682354089961292,5.8,4.9,6.300000000000001,3.0,7.8,20,5.38,0.7280832803724412,5.6,5.0,5.8,3.8,6.6,20,-0.22,1.3516461698318287,0.0,-1.2,0.8,-2.8,2.0,20,0.27261408036408036,0.05965153690785949,0.2746520146520146,0.22929945054945053,0.3141333666333666,0.1854945054945055,0.3811111111111111,20,0.27261408036408036,0.05965153690785949,0.2746520146520146,0.22929945054945053,0.3141333666333666,0.1854945054945055,0.3811111111111111,20,0.5113333333333333,0.10383647863345882,0.49777777777777776,0.4122222222222222,0.6066666666666667,0.35555555555555557,0.6799999999999999,20,0.5113333333333333,0.10383647863345882,0.49777777777777776,0.4122222222222222,0.6066666666666667,0.35555555555555557,0.6799999999999999,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds004504__EC,AD_vs_FTD,FTD,AD,20,False,False,20,7.859999999999999,0.7816312227777575,8.0,7.4,8.2,6.6,9.0,20,7.06,1.2054263277276414,7.0,6.499999999999999,8.2,4.6,9.0,20,-0.8,1.5788070113054884,-0.8,-1.2999999999999998,0.0,-4.4,1.6,20,0.08174009487244782,0.026872241037560512,0.08219834087481147,0.06580316742081449,0.09431040364863894,0.027149321266968326,0.13200280112044818,20,0.09119825925708279,0.03036136297663978,0.09094988344988345,0.06924722336487042,0.116453081232493,0.027149321266968326,0.13663003663003662,20,0.16933333333333334,0.05997443683290658,0.1711111111111111,0.12777777777777777,0.21333333333333332,0.06222222222222222,0.29333333333333333,20,0.18777777777777777,0.06242031957861395,0.19777777777777777,0.1488888888888889,0.21888888888888888,0.06222222222222222,0.29333333333333333,20,0.08984126984126985,0.12041221528546729,0.0,0.0,0.14285714285714285,0.0,0.4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds004504__EC,CN_vs_FTD,CN,FTD,20,False,False,20,4.06,1.198420012481346,4.2,3.1999999999999997,4.300000000000001,2.6,6.6,20,8.04,0.9028609498349355,8.2,7.4,9.0,6.2,9.0,20,3.98,1.4594880140507815,4.4,2.8,4.8999999999999995,1.6,6.4,20,0.12338286386815799,0.044506227702734706,0.12377095127095128,0.08812834224598931,0.14965367965367965,0.05216874628639334,0.21216874628639334,20,0.12338286386815799,0.044506227702734706,0.12377095127095128,0.08812834224598931,0.14965367965367965,0.05216874628639334,0.21216874628639334,20,0.4046666666666666,0.14312197118359424,0.39999999999999997,0.28888888888888886,0.4833333333333333,0.17333333333333334,0.6666666666666666,20,0.4046666666666666,0.14312197118359424,0.39999999999999997,0.28888888888888886,0.4833333333333333,0.17333333333333334,0.6666666666666666,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds006036__EO_or_photomark,AD_FTD_vs_CN,CN,AD_FTD,20,False,False,20,7.16,0.9659464951947115,7.4,6.499999999999999,8.2,5.4,8.2,20,7.359999999999999,0.8598653505361356,7.4,6.9,8.2,5.8,9.0,20,0.19999999999999998,1.4067506418768938,0.2,-0.8,0.8,-2.4,2.8,20,0.2343321025379849,0.04626906240686663,0.22114024864024864,0.20739510489510488,0.2629516317016317,0.16124542124542124,0.3169230769230769,20,0.2343321025379849,0.04626906240686663,0.22114024864024864,0.20739510489510488,0.2629516317016317,0.16124542124542124,0.3169230769230769,20,0.4226666666666667,0.05883689639051414,0.4244444444444444,0.39777777777777784,0.45111111111111113,0.31555555555555553,0.5244444444444445,20,0.4226666666666667,0.05883689639051414,0.4244444444444444,0.39777777777777784,0.45111111111111113,0.31555555555555553,0.5244444444444445,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds006036__EO_or_photomark,AD_vs_CN,CN,AD,20,False,False,20,5.46,0.7597783610334904,5.4,5.0,5.8,4.2,7.4,20,7.76,0.9167448132558911,8.0,7.300000000000001,8.2,5.4,9.0,20,2.3,1.167092654058749,2.5999999999999996,1.6,3.2,-0.4,4.0,20,0.11674808524808525,0.03625145998552405,0.11767399267399267,0.09022921522921523,0.12980769230769232,0.05934065934065934,0.19615384615384615,20,0.11674808524808525,0.03625145998552405,0.11767399267399267,0.09022921522921523,0.12980769230769232,0.05934065934065934,0.19615384615384615,20,0.2551111111111111,0.05688742688179848,0.2577777777777778,0.22000000000000003,0.29444444444444445,0.14666666666666667,0.3466666666666667,20,0.2551111111111111,0.05688742688179848,0.2577777777777778,0.22000000000000003,0.29444444444444445,0.14666666666666667,0.3466666666666667,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds006036__EO_or_photomark,AD_vs_FTD,FTD,AD,20,False,False,20,6.24,1.2508523409848857,6.2,5.300000000000001,7.0,3.8,9.0,20,8.32,0.6370986868940363,8.2,8.2,9.0,7.0,9.0,20,2.08,1.664995653542612,2.2,1.2,3.2,-2.0,5.2,20,0.08402953908836262,0.031454670489111755,0.0840292060880296,0.06114339092280269,0.09873538226479403,0.03636363636363636,0.14946311858076564,20,0.08857543926661574,0.03637002156440829,0.08981351981351982,0.06114339092280269,0.09932234432234432,0.03636363636363636,0.16447552447552446,20,0.19755555555555554,0.06851208019906693,0.17777777777777776,0.15222222222222223,0.22999999999999998,0.10222222222222223,0.37333333333333335,20,0.2051111111111111,0.07793667978481275,0.18888888888888888,0.15222222222222223,0.22999999999999998,0.10222222222222223,0.41333333333333333,20,0.03835497835497836,0.0729018568259427,0.0,0.0,0.022727272727272728,0.0,0.2222222222222222,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,P1_psd_bandpower_from_derivatives,PSD_REGION_ABSOLUTE,ds006036__EO_or_photomark,CN_vs_FTD,CN,FTD,20,False,False,20,7.82,0.8357788677571799,7.8,7.4,8.2,5.8,9.0,20,7.6,0.7167176644441767,7.8,7.300000000000001,8.2,6.2,9.0,20,-0.22,1.1998245485771748,-0.6000000000000001,-1.2,0.5,-2.0,2.4,20,0.26958875275051747,0.06322062180504714,0.27250555000555,0.21957417582417582,0.3088988788988789,0.17222222222222222,0.38263736263736264,20,0.26958875275051747,0.06322062180504714,0.27250555000555,0.21957417582417582,0.3088988788988789,0.17222222222222222,0.38263736263736264,20,0.4591111111111111,0.0874158650548506,0.4488888888888889,0.41777777777777775,0.5255555555555556,0.2622222222222222,0.6088888888888889,20,0.4591111111111111,0.0874158650548506,0.4488888888888889,0.41777777777777775,0.5255555555555556,0.2622222222222222,0.6088888888888889,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
