job_id,original_selected_k,adjusted_selected_k,max_abs_relation_metric_error,status
tier1_main_001327,9,5,0.0,PASS
tier1_main_001329,9,5,0.0,PASS
tier1_main_001331,9,5,0.0,PASS
tier1_main_001333,3,9,0.0,PASS
tier1_main_001335,9,9,0.0,PASS
tier1_main_001337,9,3,0.0,PASS
tier1_main_001339,5,9,0.0,PASS
tier1_main_001341,5,9,0.0,PASS
tier1_main_001343,3,5,0.0,PASS
tier1_main_001345,5,9,0.0,PASS
tier1_main_001347,9,9,0.0,PASS
tier1_main_001349,3,9,0.0,PASS
tier1_main_001351,5,9,0.0,PASS
tier1_main_001353,3,3,0.0,PASS
tier1_main_001355,9,3,0.0,PASS
tier1_main_001357,9,5,0.0,PASS
tier1_main_001359,9,9,0.0,PASS
tier1_main_001361,3,5,0.0,PASS
tier1_main_001363,9,9,0.0,PASS
tier1_main_001365,3,9,0.0,PASS
tier1_main_001367,9,9,0.0,PASS
tier1_main_001369,5,5,0.0,PASS
tier1_main_001371,9,9,0.0,PASS
tier1_main_001373,5,5,0.0,PASS
tier1_main_001375,5,9,0.0,PASS
tier1_main_001377,3,9,0.0,PASS
tier1_main_001379,5,5,0.0,PASS
tier1_main_001381,9,9,0.0,PASS
tier1_main_001383,5,3,0.0,PASS
tier1_main_001385,3,3,0.0,PASS
tier1_main_001387,9,5,0.0,PASS
tier1_main_001389,5,5,0.0,PASS
tier1_main_001391,3,9,0.0,PASS
tier1_main_001393,3,9,0.0,PASS
tier1_main_001395,3,9,0.0,PASS
tier1_main_001397,9,3,0.0,PASS
tier1_main_001399,9,5,0.0,PASS
tier1_main_001401,5,9,0.0,PASS
tier1_main_001403,9,5,0.0,PASS
tier1_main_001405,9,3,0.0,PASS
tier1_main_001407,9,1,0.0,PASS
tier1_main_001409,9,5,0.0,PASS
tier1_main_001411,9,9,0.0,PASS
tier1_main_001413,3,1,0.0,PASS
tier1_main_001415,5,3,0.0,PASS
tier1_main_001417,5,3,0.0,PASS
tier1_main_001419,9,3,0.0,PASS
tier1_main_001421,9,5,0.0,PASS
tier1_main_001423,9,5,0.0,PASS
tier1_main_001425,9,5,0.0,PASS
tier1_main_001427,9,3,0.0,PASS
tier1_main_001429,9,1,0.0,PASS
tier1_main_001431,3,3,0.0,PASS
tier1_main_001433,5,9,0.0,PASS
tier1_main_001435,5,9,0.0,PASS
tier1_main_001437,9,9,0.0,PASS
tier1_main_001439,3,1,0.0,PASS
tier1_main_001441,9,5,0.0,PASS
tier1_main_001443,5,5,0.0,PASS
tier1_main_001445,5,9,0.0,PASS
tier1_main_001447,3,9,0.0,PASS
tier1_main_001449,1,3,0.0,PASS
tier1_main_001451,5,9,0.0,PASS
tier1_main_001453,3,3,0.0,PASS
tier1_main_001455,9,1,0.0,PASS
tier1_main_001457,5,1,0.0,PASS
tier1_main_001459,5,9,0.0,PASS
tier1_main_001461,9,9,0.0,PASS
tier1_main_001463,5,1,0.0,PASS
tier1_main_001465,3,5,0.0,PASS
tier1_main_001467,5,9,0.0,PASS
tier1_main_001469,5,5,0.0,PASS
tier1_main_001471,5,9,0.0,PASS
tier1_main_001473,3,3,0.0,PASS
tier1_main_001475,9,5,0.0,PASS
tier1_main_001477,5,9,0.0,PASS
tier1_main_001479,5,3,0.0,PASS
tier1_main_001481,9,5,0.0,PASS
tier1_main_001483,9,1,0.0,PASS
tier1_main_001485,9,9,0.0,PASS
tier1_main_001487,5,9,0.0,PASS
tier1_main_001489,5,9,0.0,PASS
tier1_main_001491,9,3,0.0,PASS
tier1_main_001493,5,9,0.0,PASS
tier1_main_001495,5,3,0.0,PASS
tier1_main_001497,5,5,0.0,PASS
tier1_main_001499,9,3,0.0,PASS
tier1_main_001501,5,9,0.0,PASS
tier1_main_001503,9,9,0.0,PASS
tier1_main_001505,5,9,0.0,PASS
tier1_main_001507,5,1,0.0,PASS
tier1_main_001509,9,9,0.0,PASS
tier1_main_001511,9,9,0.0,PASS
tier1_main_001513,9,9,0.0,PASS
tier1_main_001515,5,1,0.0,PASS
tier1_main_001517,5,5,0.0,PASS
tier1_main_001519,3,3,0.0,PASS
tier1_main_001521,9,9,0.0,PASS
tier1_main_001523,9,5,0.0,PASS
tier1_main_001525,9,9,0.0,PASS
tier1_main_001527,9,3,0.0,PASS
tier1_main_001529,5,3,0.0,PASS
tier1_main_001531,9,5,0.0,PASS
tier1_main_001533,3,1,0.0,PASS
tier1_main_001535,9,9,0.0,PASS
tier1_main_001537,3,9,0.0,PASS
tier1_main_001539,5,3,0.0,PASS
tier1_main_001541,9,9,0.0,PASS
tier1_main_001543,9,5,0.0,PASS
tier1_main_001545,5,3,0.0,PASS
tier1_main_001547,5,3,0.0,PASS
tier1_main_001549,9,9,0.0,PASS
tier1_main_001551,9,5,0.0,PASS
tier1_main_001553,5,1,0.0,PASS
tier1_main_001555,9,9,0.0,PASS
tier1_main_001557,5,1,0.0,PASS
tier1_main_001559,5,9,0.0,PASS
tier1_main_001561,9,9,0.0,PASS
tier1_main_001563,9,9,0.0,PASS
tier1_main_001565,9,9,0.0,PASS
tier1_main_001567,5,5,0.0,PASS
tier1_main_001569,9,9,0.0,PASS
tier1_main_001571,3,9,0.0,PASS
tier1_main_001573,9,1,0.0,PASS
tier1_main_001575,5,1,0.0,PASS
tier1_main_001577,3,5,0.0,PASS
tier1_main_001579,5,5,0.0,PASS
tier1_main_001581,9,1,0.0,PASS
tier1_main_001583,3,9,0.0,PASS
tier1_main_001585,9,5,0.0,PASS
tier1_main_001587,9,1,0.0,PASS
tier1_main_001589,5,5,0.0,PASS
tier1_main_001591,3,3,0.0,PASS
tier1_main_001593,3,5,0.0,PASS
tier1_main_001595,5,1,0.0,PASS
tier1_main_001597,5,1,0.0,PASS
tier1_main_001599,3,9,0.0,PASS
tier1_main_001601,5,9,0.0,PASS
tier1_main_001603,3,3,0.0,PASS
tier1_main_001605,9,9,0.0,PASS
tier1_main_001607,9,5,0.0,PASS
tier1_main_001609,9,3,0.0,PASS
tier1_main_001611,9,3,0.0,PASS
tier1_main_001613,9,9,0.0,PASS
tier1_main_001615,5,9,0.0,PASS
tier1_main_001617,9,9,0.0,PASS
tier1_main_001619,5,9,0.0,PASS
tier1_main_001621,9,9,0.0,PASS
tier1_main_001623,3,5,0.0,PASS
tier1_main_001625,9,9,0.0,PASS
tier1_main_001627,3,9,0.0,PASS
tier1_main_001629,3,9,0.0,PASS
tier1_main_001631,9,9,0.0,PASS
tier1_main_001633,9,3,0.0,PASS
tier1_main_001635,9,3,0.0,PASS
tier1_main_001637,3,3,0.0,PASS
tier1_main_001639,5,3,0.0,PASS
tier1_main_001641,5,3,0.0,PASS
tier1_main_001643,5,9,0.0,PASS
tier1_main_001645,3,9,0.0,PASS
tier1_main_001647,9,1,0.0,PASS
tier1_main_001649,3,5,0.0,PASS
tier1_main_001651,9,5,0.0,PASS
tier1_main_001653,3,9,0.0,PASS
tier1_main_001655,5,5,0.0,PASS
tier1_main_001657,9,9,0.0,PASS
tier1_main_001659,5,3,0.0,PASS
tier1_main_001661,3,3,0.0,PASS
tier1_main_001663,9,9,0.0,PASS
tier1_main_001665,3,3,0.0,PASS
tier1_main_001667,5,9,0.0,PASS
tier1_main_001669,9,9,0.0,PASS
tier1_main_001671,9,5,0.0,PASS
tier1_main_001673,5,5,0.0,PASS
tier1_main_001675,9,1,0.0,PASS
tier1_main_001677,9,9,0.0,PASS
tier1_main_001679,3,5,0.0,PASS
tier1_main_001681,9,5,0.0,PASS
tier1_main_001683,5,5,0.0,PASS
tier1_main_001685,3,9,0.0,PASS
tier1_main_001687,3,9,0.0,PASS
tier1_main_001689,9,5,0.0,PASS
tier1_main_001691,9,9,0.0,PASS
tier1_main_001693,9,5,0.0,PASS
tier1_main_001695,9,9,0.0,PASS
tier1_main_001697,5,1,0.0,PASS
tier1_main_001699,9,9,0.0,PASS
tier1_main_001701,5,3,0.0,PASS
tier1_main_001703,9,5,0.0,PASS
tier1_main_001705,9,9,0.0,PASS
tier1_main_001707,9,9,0.0,PASS
tier1_main_001709,9,1,0.0,PASS
tier1_main_001711,3,9,0.0,PASS
tier1_main_001713,9,9,0.0,PASS
tier1_main_001715,9,3,0.0,PASS
tier1_main_001717,3,3,0.0,PASS
tier1_main_001719,5,5,0.0,PASS
tier1_main_001721,5,3,0.0,PASS
tier1_main_001723,9,9,0.0,PASS
tier1_main_001725,9,5,0.0,PASS
tier1_main_001727,5,3,0.0,PASS
tier1_main_001729,5,5,0.0,PASS
tier1_main_001731,5,1,0.0,PASS
tier1_main_001733,3,3,0.0,PASS
tier1_main_001735,5,5,0.0,PASS
tier1_main_001737,5,3,0.0,PASS
tier1_main_001739,3,3,0.0,PASS
tier1_main_001741,3,3,0.0,PASS
tier1_main_001743,5,3,0.0,PASS
tier1_main_001745,9,5,0.0,PASS
tier1_main_001747,9,9,0.0,PASS
tier1_main_001749,3,3,0.0,PASS
tier1_main_001751,9,9,0.0,PASS
tier1_main_001753,5,5,0.0,PASS
tier1_main_001755,9,3,0.0,PASS
tier1_main_001757,3,5,0.0,PASS
tier1_main_001759,9,5,0.0,PASS
tier1_main_001761,3,5,0.0,PASS
tier1_main_001763,9,5,0.0,PASS
tier1_main_001765,3,5,0.0,PASS
tier1_main_001767,3,5,0.0,PASS
tier1_main_001769,3,9,0.0,PASS
tier1_main_001771,9,5,0.0,PASS
tier1_main_001773,9,3,0.0,PASS
tier1_main_001775,9,9,0.0,PASS
tier1_main_001777,3,3,0.0,PASS
tier1_main_001779,9,9,0.0,PASS
tier1_main_001781,5,5,0.0,PASS
tier1_main_001783,5,9,0.0,PASS
tier1_main_001785,9,5,0.0,PASS
tier1_main_001787,9,5,0.0,PASS
tier1_main_001789,9,3,0.0,PASS
tier1_main_001791,9,3,0.0,PASS
tier1_main_001793,3,9,0.0,PASS
tier1_main_001795,5,9,0.0,PASS
tier1_main_001797,3,5,0.0,PASS
tier1_main_001799,3,9,0.0,PASS
tier1_main_001801,5,9,0.0,PASS
tier1_main_001803,9,9,0.0,PASS
tier1_main_001805,9,9,0.0,PASS
tier1_main_001807,9,9,0.0,PASS
tier1_main_001809,9,3,0.0,PASS
tier1_main_001811,3,9,0.0,PASS
tier1_main_001813,9,9,0.0,PASS
tier1_main_001815,9,3,0.0,PASS
tier1_main_001817,5,3,0.0,PASS
tier1_main_001819,3,5,0.0,PASS
tier1_main_001821,3,9,0.0,PASS
tier1_main_001823,9,5,0.0,PASS
tier1_main_001825,9,9,0.0,PASS
tier1_main_001827,9,9,0.0,PASS
tier1_main_001829,9,3,0.0,PASS
tier1_main_001831,9,9,0.0,PASS
tier1_main_001833,9,9,0.0,PASS
tier1_main_001835,9,9,0.0,PASS
tier1_main_001837,9,5,0.0,PASS
tier1_main_001839,3,9,0.0,PASS
tier1_main_001841,3,9,0.0,PASS
tier1_main_001843,3,9,0.0,PASS
tier1_main_001845,9,5,0.0,PASS
tier1_main_001847,9,5,0.0,PASS
tier1_main_001849,9,9,0.0,PASS
tier1_main_001851,9,9,0.0,PASS
tier1_main_001853,9,9,0.0,PASS
tier1_main_001855,5,3,0.0,PASS
tier1_main_001857,9,5,0.0,PASS
tier1_main_001859,9,5,0.0,PASS
tier1_main_001861,3,5,0.0,PASS
tier1_main_001863,9,5,0.0,PASS
tier1_main_001865,9,5,0.0,PASS
tier1_main_001867,9,9,0.0,PASS
tier1_main_001869,3,9,0.0,PASS
tier1_main_001871,9,5,0.0,PASS
tier1_main_001873,9,9,0.0,PASS
tier1_main_001875,5,3,0.0,PASS
tier1_main_001877,3,3,0.0,PASS
tier1_main_001879,5,3,0.0,PASS
tier1_main_001881,5,9,0.0,PASS
tier1_main_001883,9,5,0.0,PASS
tier1_main_001885,9,3,0.0,PASS
tier1_main_001887,9,5,0.0,PASS
tier1_main_001889,5,9,0.0,PASS
tier1_main_001891,9,5,0.0,PASS
tier1_main_001893,5,9,0.0,PASS
tier1_main_001895,5,3,0.0,PASS
tier1_main_001897,9,5,0.0,PASS
tier1_main_001899,5,3,0.0,PASS
tier1_main_001901,9,9,0.0,PASS
tier1_main_001903,9,9,0.0,PASS
tier1_main_001905,3,5,0.0,PASS
tier1_main_001907,9,9,0.0,PASS
tier1_main_001909,9,9,0.0,PASS
tier1_main_001911,5,9,0.0,PASS
tier1_main_001913,9,9,0.0,PASS
tier1_main_001915,5,9,0.0,PASS
tier1_main_001917,9,9,0.0,PASS
tier1_main_001919,3,9,0.0,PASS
tier1_main_001921,3,5,0.0,PASS
tier1_main_001923,9,9,0.0,PASS
tier1_main_001925,9,9,0.0,PASS
tier1_main_001927,9,9,0.0,PASS
tier1_main_001929,9,9,0.0,PASS
tier1_main_001931,3,9,0.0,PASS
tier1_main_001933,9,9,0.0,PASS
tier1_main_001935,9,5,0.0,PASS
tier1_main_001937,3,3,0.0,PASS
tier1_main_001939,9,9,0.0,PASS
tier1_main_001941,3,3,0.0,PASS
tier1_main_001943,9,9,0.0,PASS
tier1_main_001945,9,3,0.0,PASS
tier1_main_001947,9,1,0.0,PASS
tier1_main_001949,9,3,0.0,PASS
tier1_main_001951,5,9,0.0,PASS
tier1_main_001953,9,5,0.0,PASS
tier1_main_001955,9,3,0.0,PASS
tier1_main_001957,9,9,0.0,PASS
tier1_main_001959,5,9,0.0,PASS
tier1_main_001961,9,9,0.0,PASS
tier1_main_001963,9,9,0.0,PASS
tier1_main_001965,3,3,0.0,PASS
tier1_main_001967,5,9,0.0,PASS
tier1_main_001969,9,5,0.0,PASS
tier1_main_001971,9,9,0.0,PASS
tier1_main_001973,9,3,0.0,PASS
tier1_main_001975,3,3,0.0,PASS
tier1_main_001977,5,3,0.0,PASS
tier1_main_001979,9,3,0.0,PASS
tier1_main_001981,5,9,0.0,PASS
tier1_main_001983,5,9,0.0,PASS
tier1_main_001985,9,9,0.0,PASS
tier1_main_001987,9,9,0.0,PASS
tier1_main_001989,1,5,0.0,PASS
tier1_main_001991,9,9,0.0,PASS
tier1_main_001993,5,3,0.0,PASS
tier1_main_001995,9,3,0.0,PASS
tier1_main_001997,3,9,0.0,PASS
tier1_main_001999,9,9,0.0,PASS
tier1_main_002001,9,9,0.0,PASS
tier1_main_002003,5,5,0.0,PASS
tier1_main_002005,3,9,0.0,PASS
tier1_main_002007,5,5,0.0,PASS
tier1_main_002009,5,9,0.0,PASS
tier1_main_002011,9,9,0.0,PASS
tier1_main_002013,9,9,0.0,PASS
tier1_main_002015,5,9,0.0,PASS
tier1_main_002017,9,5,0.0,PASS
tier1_main_002019,5,3,0.0,PASS
tier1_main_002021,9,9,0.0,PASS
tier1_main_002023,9,9,0.0,PASS
tier1_main_002025,9,5,0.0,PASS
tier1_main_002027,9,9,0.0,PASS
tier1_main_002029,9,9,0.0,PASS
tier1_main_002031,9,5,0.0,PASS
tier1_main_002033,9,5,0.0,PASS
tier1_main_002035,9,5,0.0,PASS
tier1_main_002037,9,9,0.0,PASS
tier1_main_002039,9,9,0.0,PASS
tier1_main_002041,9,9,0.0,PASS
tier1_main_002043,5,5,0.0,PASS
tier1_main_002045,9,9,0.0,PASS
tier1_main_002047,9,9,0.0,PASS
tier1_main_002049,9,9,0.0,PASS
tier1_main_002051,9,9,0.0,PASS
tier1_main_002053,9,9,0.0,PASS
tier1_main_002055,9,9,0.0,PASS
tier1_main_002057,3,9,0.0,PASS
tier1_main_002059,5,9,0.0,PASS
tier1_main_002061,5,9,0.0,PASS
tier1_main_002063,5,9,0.0,PASS
tier1_main_002065,9,9,0.0,PASS
tier1_main_002067,9,9,0.0,PASS
tier1_main_002069,5,9,0.0,PASS
tier1_main_002071,9,9,0.0,PASS
tier1_main_002073,3,9,0.0,PASS
tier1_main_002075,5,5,0.0,PASS
tier1_main_002077,9,5,0.0,PASS
tier1_main_002079,5,5,0.0,PASS
tier1_main_002081,9,9,0.0,PASS
tier1_main_002083,9,9,0.0,PASS
tier1_main_002085,9,9,0.0,PASS
tier1_main_002087,9,5,0.0,PASS
tier1_main_002089,9,9,0.0,PASS
tier1_main_002091,9,9,0.0,PASS
tier1_main_002093,3,9,0.0,PASS
tier1_main_002095,9,5,0.0,PASS
tier1_main_002097,9,9,0.0,PASS
tier1_main_002099,9,9,0.0,PASS
tier1_main_002101,9,9,0.0,PASS
tier1_main_002103,5,9,0.0,PASS
tier1_main_002105,9,9,0.0,PASS
tier1_main_002107,9,9,0.0,PASS
tier1_main_002109,9,9,0.0,PASS
tier1_main_002111,9,3,0.0,PASS
tier1_main_002113,5,9,0.0,PASS
tier1_main_002115,9,1,0.0,PASS
tier1_main_002117,9,9,0.0,PASS
tier1_main_002119,9,9,0.0,PASS
tier1_main_002121,3,9,0.0,PASS
tier1_main_002123,9,9,0.0,PASS
tier1_main_002125,5,9,0.0,PASS
tier1_main_002127,9,9,0.0,PASS
tier1_main_002129,9,9,0.0,PASS
tier1_main_002131,9,9,0.0,PASS
tier1_main_002133,9,9,0.0,PASS
tier1_main_002135,5,9,0.0,PASS
tier1_main_002137,9,3,0.0,PASS
tier1_main_002139,5,5,0.0,PASS
tier1_main_002141,9,5,0.0,PASS
tier1_main_002143,9,9,0.0,PASS
tier1_main_002145,3,9,0.0,PASS
tier1_main_002147,9,5,0.0,PASS
tier1_main_002149,9,9,0.0,PASS
tier1_main_002151,9,9,0.0,PASS
tier1_main_002153,3,9,0.0,PASS
tier1_main_002155,9,9,0.0,PASS
tier1_main_002157,9,9,0.0,PASS
tier1_main_002159,9,9,0.0,PASS
tier1_main_002161,9,9,0.0,PASS
tier1_main_002163,5,5,0.0,PASS
tier1_main_002165,9,9,0.0,PASS
tier1_main_002167,9,9,0.0,PASS
tier1_main_002169,5,9,0.0,PASS
tier1_main_002171,9,9,0.0,PASS
tier1_main_002173,3,3,0.0,PASS
tier1_main_002175,9,9,0.0,PASS
tier1_main_002177,9,9,0.0,PASS
tier1_main_002179,5,9,0.0,PASS
tier1_main_002181,5,9,0.0,PASS
tier1_main_002183,9,5,0.0,PASS
tier1_main_002185,5,9,0.0,PASS
tier1_main_002187,5,3,0.0,PASS
tier1_main_002189,9,9,0.0,PASS
tier1_main_002191,9,9,0.0,PASS
tier1_main_002193,9,9,0.0,PASS
tier1_main_002195,5,9,0.0,PASS
tier1_main_002197,9,5,0.0,PASS
tier1_main_002199,9,9,0.0,PASS
tier1_main_002201,9,9,0.0,PASS
tier1_main_002203,9,3,0.0,PASS
tier1_main_002205,9,9,0.0,PASS
tier1_main_002207,9,9,0.0,PASS
tier1_main_002209,5,9,0.0,PASS
tier1_main_002211,9,3,0.0,PASS
tier1_main_002213,5,9,0.0,PASS
tier1_main_002215,9,5,0.0,PASS
tier1_main_002217,5,9,0.0,PASS
tier1_main_002219,3,9,0.0,PASS
tier1_main_002221,9,3,0.0,PASS
tier1_main_002223,9,9,0.0,PASS
tier1_main_002225,9,5,0.0,PASS
tier1_main_002227,9,9,0.0,PASS
tier1_main_002229,9,9,0.0,PASS
tier1_main_002231,9,3,0.0,PASS
tier1_main_002233,5,9,0.0,PASS
tier1_main_002235,9,9,0.0,PASS
tier1_main_002237,9,9,0.0,PASS
tier1_main_002239,9,9,0.0,PASS
tier1_main_002241,9,3,0.0,PASS
tier1_main_002243,9,9,0.0,PASS
tier1_main_002245,9,5,0.0,PASS
tier1_main_002247,9,9,0.0,PASS
tier1_main_002249,9,5,0.0,PASS
tier1_main_002251,9,3,0.0,PASS
tier1_main_002253,9,9,0.0,PASS
tier1_main_002255,9,5,0.0,PASS
tier1_main_002257,3,5,0.0,PASS
tier1_main_002259,5,9,0.0,PASS
tier1_main_002261,5,5,0.0,PASS
tier1_main_002263,3,5,0.0,PASS
tier1_main_002265,5,5,0.0,PASS
tier1_main_002267,9,9,0.0,PASS
tier1_main_002269,9,5,0.0,PASS
tier1_main_002271,9,9,0.0,PASS
tier1_main_002273,9,9,0.0,PASS
tier1_main_002275,5,9,0.0,PASS
tier1_main_002277,5,3,0.0,PASS
tier1_main_002279,9,3,0.0,PASS
tier1_main_002281,9,9,0.0,PASS
tier1_main_002283,9,9,0.0,PASS
tier1_main_002285,3,9,0.0,PASS
tier1_main_002287,9,3,0.0,PASS
tier1_main_002289,9,5,0.0,PASS
tier1_main_002291,9,9,0.0,PASS
tier1_main_002293,3,5,0.0,PASS
tier1_main_002295,9,9,0.0,PASS
tier1_main_002297,9,9,0.0,PASS
tier1_main_002299,5,9,0.0,PASS
tier1_main_002301,3,9,0.0,PASS
tier1_main_002303,5,9,0.0,PASS
tier1_main_002305,5,9,0.0,PASS
tier1_main_002307,9,9,0.0,PASS
tier1_main_002309,5,3,0.0,PASS
tier1_main_002311,5,3,0.0,PASS
tier1_main_002313,9,5,0.0,PASS
tier1_main_002315,9,9,0.0,PASS
tier1_main_002317,3,9,0.0,PASS
tier1_main_002319,9,9,0.0,PASS
tier1_main_002321,9,9,0.0,PASS
tier1_main_002323,3,9,0.0,PASS
tier1_main_002325,9,9,0.0,PASS
tier1_main_002327,9,9,0.0,PASS
tier1_main_002329,9,3,0.0,PASS
tier1_main_002331,9,9,0.0,PASS
tier1_main_002333,9,9,0.0,PASS
tier1_main_002335,9,9,0.0,PASS
tier1_main_002337,3,9,0.0,PASS
tier1_main_002339,3,9,0.0,PASS
tier1_main_002341,9,9,0.0,PASS
tier1_main_002343,9,5,0.0,PASS
tier1_main_002345,3,3,0.0,PASS
tier1_main_002347,9,9,0.0,PASS
tier1_main_002349,9,9,0.0,PASS
tier1_main_002351,9,9,0.0,PASS
tier1_main_002353,3,9,0.0,PASS
tier1_main_002355,9,3,0.0,PASS
tier1_main_002357,5,5,0.0,PASS
tier1_main_002359,5,5,0.0,PASS
tier1_main_002361,9,9,0.0,PASS
tier1_main_002363,9,9,0.0,PASS
tier1_main_002365,9,9,0.0,PASS
tier1_main_002367,9,9,0.0,PASS
tier1_main_002369,3,5,0.0,PASS
tier1_main_002371,9,3,0.0,PASS
tier1_main_002373,5,3,0.0,PASS
tier1_main_002375,5,9,0.0,PASS
tier1_main_002377,5,9,0.0,PASS
tier1_main_002379,9,9,0.0,PASS
tier1_main_002381,9,5,0.0,PASS
tier1_main_002383,9,9,0.0,PASS
tier1_main_002385,9,3,0.0,PASS
tier1_main_002387,9,9,0.0,PASS
tier1_main_002389,9,9,0.0,PASS
tier1_main_002391,3,5,0.0,PASS
tier1_main_002393,9,9,0.0,PASS
tier1_main_002395,9,5,0.0,PASS
tier1_main_002397,5,9,0.0,PASS
tier1_main_002399,5,9,0.0,PASS
tier1_main_002401,3,9,0.0,PASS
tier1_main_002403,5,1,0.0,PASS
tier1_main_002405,3,9,0.0,PASS
tier1_main_002407,5,9,0.0,PASS
tier1_main_002409,9,9,0.0,PASS
tier1_main_002411,3,9,0.0,PASS
tier1_main_002413,9,9,0.0,PASS
tier1_main_002415,9,5,0.0,PASS
tier1_main_002417,9,3,0.0,PASS
tier1_main_002419,5,3,0.0,PASS
tier1_main_002421,9,9,0.0,PASS
tier1_main_002423,3,5,0.0,PASS
tier1_main_002425,9,9,0.0,PASS
tier1_main_002427,9,9,0.0,PASS
tier1_main_002429,5,3,0.0,PASS
tier1_main_002431,5,9,0.0,PASS
tier1_main_002433,9,5,0.0,PASS
tier1_main_002435,9,3,0.0,PASS
tier1_main_002437,9,5,0.0,PASS
tier1_main_002439,9,3,0.0,PASS
tier1_main_002441,3,5,0.0,PASS
tier1_main_002443,9,9,0.0,PASS
tier1_main_002445,9,9,0.0,PASS
tier1_main_002447,5,9,0.0,PASS
tier1_main_002449,3,1,0.0,PASS
tier1_main_002451,9,5,0.0,PASS
tier1_main_002453,3,5,0.0,PASS
tier1_main_002455,3,9,0.0,PASS
tier1_main_002457,9,3,0.0,PASS
tier1_main_002459,5,9,0.0,PASS
tier1_main_002461,9,3,0.0,PASS
tier1_main_002463,9,3,0.0,PASS
tier1_main_002465,5,1,0.0,PASS
tier1_main_002467,5,3,0.0,PASS
tier1_main_002469,9,9,0.0,PASS
tier1_main_002471,1,9,0.0,PASS
tier1_main_002473,5,5,0.0,PASS
tier1_main_002475,9,3,0.0,PASS
tier1_main_002477,5,9,0.0,PASS
tier1_main_002479,9,9,0.0,PASS
tier1_main_002481,3,5,0.0,PASS
tier1_main_002483,9,5,0.0,PASS
tier1_main_002485,9,3,0.0,PASS
tier1_main_002487,3,3,0.0,PASS
tier1_main_002489,3,3,0.0,PASS
tier1_main_002491,9,3,0.0,PASS
tier1_main_002493,9,9,0.0,PASS
tier1_main_002495,3,9,0.0,PASS
tier1_main_002497,3,3,0.0,PASS
tier1_main_002499,3,9,0.0,PASS
tier1_main_002501,5,3,0.0,PASS
tier1_main_002503,5,9,0.0,PASS
tier1_main_002505,9,1,0.0,PASS
tier1_main_002507,5,5,0.0,PASS
tier1_main_002509,3,3,0.0,PASS
tier1_main_002511,5,5,0.0,PASS
tier1_main_002513,3,1,0.0,PASS
tier1_main_002515,5,9,0.0,PASS
tier1_main_002517,9,5,0.0,PASS
tier1_main_002519,3,9,0.0,PASS
tier1_main_002521,3,5,0.0,PASS
tier1_main_002523,5,9,0.0,PASS
tier1_main_002525,5,9,0.0,PASS
tier1_main_002527,5,9,0.0,PASS
tier1_main_002529,9,9,0.0,PASS
tier1_main_002531,5,9,0.0,PASS
tier1_main_002533,9,3,0.0,PASS
tier1_main_002535,3,1,0.0,PASS
tier1_main_002537,9,3,0.0,PASS
tier1_main_002539,9,1,0.0,PASS
tier1_main_002541,9,3,0.0,PASS
tier1_main_002543,5,9,0.0,PASS
tier1_main_002545,5,3,0.0,PASS
tier1_main_002547,9,1,0.0,PASS
tier1_main_002549,9,9,0.0,PASS
tier1_main_002551,3,3,0.0,PASS
tier1_main_002553,9,1,0.0,PASS
tier1_main_002555,9,3,0.0,PASS
tier1_main_002557,5,1,0.0,PASS
tier1_main_002559,9,9,0.0,PASS
tier1_main_002561,9,9,0.0,PASS
tier1_main_002563,9,9,0.0,PASS
tier1_main_002565,5,3,0.0,PASS
tier1_main_002567,9,9,0.0,PASS
tier1_main_002569,5,9,0.0,PASS
tier1_main_002571,3,9,0.0,PASS
tier1_main_002573,5,5,0.0,PASS
tier1_main_002575,1,1,0.0,PASS
tier1_main_002577,9,5,0.0,PASS
tier1_main_002579,9,9,0.0,PASS
tier1_main_002581,5,5,0.0,PASS
tier1_main_002583,5,3,0.0,PASS
tier1_main_002585,9,9,0.0,PASS
tier1_main_002587,3,9,0.0,PASS
tier1_main_002589,3,3,0.0,PASS
tier1_main_002591,9,5,0.0,PASS
tier1_main_002593,9,9,0.0,PASS
tier1_main_002595,5,1,0.0,PASS
tier1_main_002597,1,1,0.0,PASS
tier1_main_002599,9,9,0.0,PASS
tier1_main_002601,5,3,0.0,PASS
tier1_main_002603,3,9,0.0,PASS
tier1_main_002605,3,5,0.0,PASS
tier1_main_002607,9,9,0.0,PASS
tier1_main_002609,9,5,0.0,PASS
tier1_main_002611,9,3,0.0,PASS
tier1_main_002613,9,5,0.0,PASS
tier1_main_002615,5,3,0.0,PASS
tier1_main_002617,3,5,0.0,PASS
tier1_main_002619,9,5,0.0,PASS
tier1_main_002621,5,5,0.0,PASS
tier1_main_002623,3,5,0.0,PASS
tier1_main_002625,9,3,0.0,PASS
tier1_main_002627,9,9,0.0,PASS
tier1_main_002629,9,9,0.0,PASS
tier1_main_002631,9,9,0.0,PASS
tier1_main_002633,5,9,0.0,PASS
tier1_main_002635,3,9,0.0,PASS
tier1_main_002637,9,5,0.0,PASS
tier1_main_002639,9,9,0.0,PASS
tier1_main_002641,5,5,0.0,PASS
tier1_main_002643,9,9,0.0,PASS
tier1_main_002645,9,9,0.0,PASS
tier1_main_002647,9,3,0.0,PASS
tier1_main_002649,5,3,0.0,PASS
tier1_main_002651,9,5,0.0,PASS
tier1_main_002653,9,3,0.0,PASS
